millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
16886386,24.57,51.15,245.00,27.20,43.09
16916431,24.59,51.10,244.00,27.19,43.01
16946480,24.57,51.18,244.00,27.19,43.01
16976525,24.56,51.10,242.00,27.17,43.02
17006571,24.59,51.04,241.00,27.20,43.01
17036618,24.57,50.91,241.00,27.20,43.03
17066663,24.55,51.05,239.00,27.20,43.01
17096709,24.55,51.02,238.00,27.20,42.94
17126755,24.55,50.99,240.00,27.17,42.95
17156800,24.55,50.94,240.00,27.19,42.91
17186846,24.54,50.99,241.00,27.19,42.91
17216892,24.53,50.99,242.00,27.17,42.93
17246938,24.53,50.97,241.00,27.15,42.91
17276984,24.53,50.99,241.00,27.16,42.87
17307029,24.50,51.03,240.00,27.15,42.91
17337077,24.49,50.96,241.00,27.17,42.91
17367122,24.53,50.91,242.00,27.16,42.88
17397168,24.52,50.94,242.00,27.15,42.87
17427213,24.51,50.86,242.00,27.16,42.86
17457259,24.53,50.86,242.00,27.15,42.85
17487304,24.49,50.90,241.00,27.16,42.81
17517349,24.50,51.05,241.00,27.15,42.86
17547395,24.52,50.98,242.00,27.15,42.85
17577441,24.49,51.09,243.00,27.13,42.85
17607486,24.49,51.12,243.00,27.13,42.87
17637532,24.53,51.01,244.00,27.13,42.84
17667576,24.54,51.01,246.00,27.15,42.86
17697626,24.52,51.02,247.00,27.13,42.87
17727671,24.54,50.92,246.00,27.15,42.86
17757716,24.55,50.96,245.00,27.16,42.81
17787761,24.52,50.94,247.00,27.15,42.82
17817807,24.52,50.94,248.00,27.17,42.83
17847855,24.51,50.80,248.00,27.15,42.83
17877900,24.53,51.01,249.00,27.13,42.79
17907945,24.49,50.79,248.00,27.15,42.82
17937991,24.49,50.80,247.00,27.15,42.74
17968036,24.46,50.87,248.00,27.15,42.83
17998083,24.45,50.93,248.00,27.15,42.79
18028129,24.47,50.91,246.00,27.13,42.80
18058174,24.46,50.93,245.00,27.15,42.78
18088223,24.48,50.96,245.00,27.12,42.82
18118268,24.49,50.90,245.00,27.13,42.79
18148314,24.47,50.90,244.00,27.12,42.83
18178359,24.48,50.93,245.00,27.12,42.84
18208405,24.50,50.97,245.00,27.15,42.87
18238450,24.50,51.01,245.00,27.12,42.88
18268496,24.50,51.02,246.00,27.10,42.85
18298542,24.47,50.97,246.00,27.12,42.88
18328588,24.45,50.94,245.00,27.10,42.87
18358632,24.44,50.92,244.00,27.09,42.89
18388678,24.47,50.97,244.00,27.09,42.88
18418723,24.45,50.98,245.00,27.09,42.83
18448773,24.44,50.93,244.00,27.07,42.84
18478818,24.45,51.01,243.00,27.07,42.86
18508863,24.45,51.00,242.00,27.07,42.84
18538908,24.45,50.97,241.00,27.09,42.92
18568954,24.44,51.00,242.00,27.06,42.98
18599000,24.45,51.10,243.00,27.06,43.03
18629046,24.48,51.02,250.00,27.06,43.13
18659093,24.52,51.01,304.00,27.07,43.21
18689139,24.52,51.14,302.00,27.06,43.15
18719184,24.51,51.17,296.00,27.03,43.16
18749231,24.51,51.19,291.00,27.05,43.39
18779276,24.54,51.19,296.00,27.03,43.37
18809321,24.53,51.12,299.00,27.02,43.36
18839369,24.54,51.09,298.00,27.01,43.30
18869415,24.53,51.10,292.00,26.99,43.33
18899461,24.54,51.15,291.00,27.01,43.40
18929506,24.52,51.06,291.00,27.01,43.40
18959552,24.54,51.10,289.00,26.99,43.37
18989597,24.49,51.04,287.00,26.98,43.26
19019643,24.44,51.12,282.00,27.01,43.21
19049689,24.44,51.21,248.00,26.99,43.22
19079735,24.40,51.31,250.00,26.98,43.17
19109780,24.39,51.36,246.00,26.98,43.26
19139826,24.39,51.43,245.00,26.96,43.20
19169870,24.39,51.32,244.00,26.99,43.18
19199920,24.38,51.46,244.00,26.96,43.24
19229965,24.39,51.40,244.00,26.96,43.21
19260010,24.39,51.28,244.00,26.98,43.19
19290055,24.37,51.30,246.00,26.96,43.19
19320101,24.37,51.32,247.00,27.01,43.18
19350147,24.38,51.31,247.00,26.95,43.23
19380193,24.38,51.14,247.00,26.95,43.17
19410238,24.40,51.12,245.00,26.98,43.23
19440284,24.44,51.31,250.00,27.01,43.39
19470330,24.47,51.23,419.00,26.98,43.62
19500377,24.44,51.04,422.00,26.98,43.34
19530423,24.45,51.29,333.00,26.94,43.43
19560468,24.48,51.29,323.00,26.96,43.54
19590516,24.49,51.16,322.00,26.98,43.42
19620562,24.49,51.15,324.00,26.95,43.45
19650608,24.48,51.18,328.00,26.95,43.51
19680653,24.51,51.07,330.00,26.95,43.51
19710698,24.48,51.11,325.00,26.95,43.54
19740744,24.48,51.19,315.00,26.95,43.50
19770789,24.48,51.17,290.00,26.96,43.48
19800836,24.45,51.07,280.00,26.91,43.32
19830881,24.38,51.18,272.00,26.94,43.41
19860927,24.34,51.31,262.00,26.94,43.34
19890973,24.31,51.42,255.00,26.94,43.39
19921018,24.28,51.48,252.00,26.91,43.38
19951067,24.23,51.55,249.00,26.91,43.38
19981112,24.22,51.63,247.00,26.89,43.42
20011158,24.21,51.67,248.00,26.91,43.39
20041203,24.22,51.57,247.00,26.89,43.45
20071249,24.22,51.57,244.00,26.89,43.37
20101295,24.19,51.57,244.00,26.89,43.42
20131340,24.20,51.58,243.00,26.86,43.34
20161385,24.18,51.61,241.00,26.84,43.34
20191431,24.16,51.69,239.00,26.85,43.44
20221476,24.05,51.89,239.00,26.85,43.44
20251523,24.08,51.97,239.00,26.82,43.55
20281570,24.08,51.95,238.00,26.79,43.55
20311616,24.14,51.85,238.00,26.82,43.55
20341663,24.23,51.85,236.00,26.81,43.63
20371709,24.26,51.83,237.00,26.85,43.66
20401755,24.28,51.70,239.00,26.86,43.59
20431800,24.25,51.85,241.00,26.86,43.61
20461845,24.27,51.71,242.00,26.88,43.57
20491891,24.27,51.94,244.00,26.89,43.57
20521936,24.31,51.60,246.00,26.91,43.57
20551983,24.31,51.61,248.00,26.91,43.56
20582027,24.34,51.64,249.00,26.91,43.52
20612073,24.32,51.60,251.00,26.92,43.52
20642119,24.32,51.69,254.00,26.94,43.55
20672163,24.34,51.65,255.00,26.96,43.53
20702213,24.33,51.78,257.00,26.95,43.55
20732258,24.30,51.75,258.00,26.91,43.53
20762303,24.30,51.65,258.00,26.94,43.52
20792348,24.27,51.69,256.00,26.94,43.54
20822394,24.23,51.74,256.00,26.91,43.55
20852440,24.20,51.78,255.00,26.84,43.53
20882486,24.16,51.86,255.00,26.88,43.57
20912530,24.10,51.91,253.00,26.85,43.56
20942576,24.07,52.00,252.00,26.84,43.60
20972621,24.05,52.04,250.00,26.81,43.59
21002668,24.03,52.07,249.00,26.79,43.60
21032712,24.00,52.09,247.00,26.78,43.64
21062758,23.98,52.17,247.00,26.77,43.62
21092807,23.95,52.16,244.00,26.74,43.66
21122853,23.95,52.12,243.00,26.75,43.66
21152899,23.93,52.19,242.00,26.71,43.65
21182945,23.93,52.21,240.00,26.72,43.68
21212990,23.92,52.29,238.00,26.71,43.69
21243036,23.92,52.19,238.00,26.68,43.70
21273081,23.92,52.21,236.00,26.68,43.70
21303128,23.91,52.21,231.00,26.69,43.66
21333173,23.88,52.33,229.00,26.68,43.71
21363219,23.86,52.39,228.00,26.64,43.71
21393264,23.85,52.31,228.00,26.62,43.79
21423309,23.81,52.39,226.00,26.64,43.77
21453361,23.81,52.41,225.00,26.57,43.81
21483406,23.83,52.43,223.00,26.58,43.81
21513451,23.87,52.26,223.00,26.58,43.88
21543496,23.89,52.27,222.00,26.59,43.87
21573542,23.92,52.22,222.00,26.61,43.95
21603588,23.91,52.27,222.00,26.58,43.93
21633634,23.92,52.30,224.00,26.61,43.92
21663679,23.92,52.24,224.00,26.61,43.95
21693725,23.92,52.22,225.00,26.64,43.93
21723770,23.92,52.20,225.00,26.61,43.90
21753816,23.95,52.21,228.00,26.61,43.92
21783861,23.93,52.22,228.00,26.61,43.90
21813907,23.93,52.23,230.00,26.61,43.90
21843955,23.92,52.30,231.00,26.62,43.91
21874001,23.89,52.22,233.00,26.64,43.91
21904048,23.93,52.29,234.00,26.64,43.89
21934094,23.92,52.24,231.00,26.67,43.93
21964139,23.91,52.28,230.00,26.65,43.87
21994185,23.92,52.32,232.00,26.64,43.93
22024230,23.94,52.28,232.00,26.65,43.90
22054277,23.90,52.18,232.00,26.64,43.87
22084322,23.92,52.26,231.00,26.64,43.88
22114367,23.92,52.17,231.00,26.65,43.80
22144412,23.93,52.19,230.00,26.64,43.83
22174458,23.92,52.18,230.00,26.64,43.84
22204507,23.93,52.18,231.00,26.67,43.83
22234553,23.92,52.15,230.00,26.62,43.84
22264603,23.94,52.14,231.00,26.65,43.86
22294648,23.93,52.15,231.00,26.64,43.80
22324695,23.94,52.12,228.00,26.64,43.82
22354740,23.92,52.12,228.00,26.64,43.77
22384786,23.92,52.12,228.00,26.65,43.81
22414831,23.92,52.19,228.00,26.64,43.80
22444876,23.94,52.13,229.00,26.62,43.78
22474921,23.89,52.19,230.00,26.65,43.82
22504968,23.89,52.18,231.00,26.65,43.80
22535013,23.89,52.13,231.00,26.65,43.76
22565059,23.90,52.09,230.00,26.65,43.72
22595106,23.88,52.14,229.00,26.69,43.70
22625153,23.89,52.19,227.00,26.65,43.75
22655198,23.89,52.10,228.00,26.62,43.72
22685244,23.88,52.17,229.00,26.62,43.73
22715291,23.91,52.21,229.00,26.64,43.76
22745337,23.98,52.02,230.00,26.64,43.78
22775383,23.97,51.87,230.00,26.65,43.72
22805429,23.96,51.90,231.00,26.65,43.70
22835474,23.99,51.93,228.00,26.68,43.65
22865519,23.99,51.97,229.00,26.68,43.69
22895564,24.02,51.95,229.00,26.69,43.73
22925611,24.04,51.88,228.00,26.67,43.75
22955659,24.03,51.80,228.00,26.68,43.68
22985704,24.01,51.91,228.00,26.69,43.66
23015749,24.00,51.92,228.00,26.67,43.69
23045795,24.03,51.90,227.00,26.68,43.66
23075841,24.02,51.90,228.00,26.68,43.66
23105887,24.05,51.89,230.00,26.68,43.69
23135932,24.02,51.91,232.00,26.71,43.61
23165978,24.01,51.89,232.00,26.72,43.64
23196023,24.00,51.94,234.00,26.69,43.63
23226068,23.98,51.98,236.00,26.71,43.61
23256114,23.93,51.98,238.00,26.68,43.60
23286160,23.95,52.05,237.00,26.67,43.61
23316205,23.95,52.04,236.00,26.69,43.64
23346253,23.94,52.13,236.00,26.69,43.68
23376299,23.93,52.11,235.00,26.67,43.65
23406345,23.95,52.00,238.00,26.68,43.71
23436390,23.94,52.07,238.00,26.68,43.69
23466435,23.96,51.95,237.00,26.68,43.66
23496480,23.96,51.94,236.00,26.69,43.69
23526528,23.97,51.91,236.00,26.67,43.61
23556574,23.95,51.90,236.00,26.67,43.64
23586619,23.97,52.00,235.00,26.69,43.60
23616665,23.96,51.91,235.00,26.68,43.61
23646709,23.96,51.90,234.00,26.69,43.64
23676755,23.95,51.93,233.00,26.69,43.60
23706811,23.95,52.00,233.00,26.69,43.55
23736859,23.94,51.97,232.00,26.71,43.57
23766906,23.93,51.86,232.00,26.69,43.49
23796954,23.97,51.82,229.00,26.69,43.52
23827001,24.01,51.70,228.00,26.68,43.53
23857049,24.02,51.72,229.00,26.71,43.51
23887096,24.00,51.60,229.00,26.69,43.45
23917145,24.02,51.62,230.00,26.68,43.40
23947192,24.01,51.54,230.00,26.69,43.38
23977239,24.03,51.61,231.00,26.69,43.39
24007286,24.04,51.60,231.00,26.68,43.39
24037335,24.01,51.53,232.00,26.67,43.40
24067382,23.97,51.57,233.00,26.67,43.39
24097433,23.98,51.56,234.00,26.64,43.40
24127480,23.97,51.61,235.00,26.61,43.41
24157529,23.98,51.51,237.00,26.61,43.41
24187576,23.95,51.64,238.00,26.61,43.39
24217624,23.94,51.56,238.00,26.61,43.43
24247671,23.97,51.47,239.00,26.59,43.43
24277720,23.98,51.46,240.00,26.61,43.36
24307769,23.95,51.62,240.00,26.59,43.37
24337816,24.01,51.48,239.00,26.58,43.38
24367864,24.01,51.25,238.00,26.62,43.34
24397913,23.98,51.34,235.00,26.61,43.28
24427960,24.00,51.29,235.00,26.59,43.27
24458010,23.98,51.33,236.00,26.59,43.29
24488057,23.97,51.36,235.00,26.61,43.26
24518106,23.97,51.32,235.00,26.59,43.30
24548153,23.98,51.28,234.00,26.59,43.27
24578201,23.97,51.31,232.00,26.61,43.24
24608251,23.98,51.35,233.00,26.62,43.27
24638299,23.96,51.38,234.00,26.62,43.27
24668347,23.96,51.44,236.00,26.62,43.28
24698394,23.97,51.37,235.00,26.61,43.21
24728442,23.97,51.41,236.00,26.61,43.24
24758490,23.96,51.48,235.00,26.62,43.27
24788538,23.97,51.41,235.00,26.62,43.23
24818585,23.96,51.45,235.00,26.62,43.28
24848631,23.98,51.41,236.00,26.64,43.25
24878679,23.98,51.46,236.00,26.62,43.24
24908727,23.97,51.40,237.00,26.64,43.23
24938774,23.98,51.45,236.00,26.65,43.22
24968822,23.98,51.39,239.00,26.62,43.16
24998870,24.01,51.49,242.00,26.64,43.20
25028918,24.01,51.33,242.00,26.61,43.15
25058965,24.01,51.28,243.00,26.64,43.17
25089013,24.00,51.28,243.00,26.64,43.17
25119060,24.00,51.35,241.00,26.62,43.16
25149110,23.99,51.23,239.00,26.65,43.10
25179157,24.00,51.23,238.00,26.65,43.14
25209208,24.00,51.22,238.00,26.64,43.06
25239256,23.98,51.23,237.00,26.65,43.05
25269304,23.99,51.29,237.00,26.64,43.01
25299351,23.99,51.28,236.00,26.64,43.01
25329399,23.95,51.08,235.00,26.65,43.05
25359447,23.97,51.19,235.00,26.67,43.01
25389495,23.95,51.14,232.00,26.64,42.97
25419542,23.95,51.05,233.00,26.62,42.94
25449590,23.97,51.16,233.00,26.62,42.89
25479638,23.97,51.02,231.00,26.61,42.93
25509686,23.94,50.97,232.00,26.64,42.93
25539733,23.95,50.95,232.00,26.64,42.89
25569783,23.95,50.91,232.00,26.64,42.85
25599832,23.95,50.93,232.00,26.64,42.76
25629879,23.96,50.85,234.00,26.62,42.80
25659927,23.95,50.95,232.00,26.61,42.72
25689974,23.95,50.96,233.00,26.64,42.69
25720023,23.94,50.79,233.00,26.62,42.72
25750070,23.96,50.69,234.00,26.62,42.62
25780118,23.98,50.89,236.00,26.64,42.56
25810165,23.97,50.69,238.00,26.65,42.58
25840214,23.97,50.65,238.00,26.65,42.50
25870261,23.98,50.55,238.00,26.65,42.42
25900309,23.96,50.52,239.00,26.62,42.43
25930356,23.95,50.45,239.00,26.67,42.41
25960409,23.94,50.34,238.00,26.65,42.31
25990456,23.94,50.35,239.00,26.62,42.28
26020504,23.92,50.41,238.00,26.62,42.30
26050551,23.92,50.34,239.00,26.62,42.24
26080600,23.92,50.39,240.00,26.64,42.27
26110647,23.90,50.40,240.00,26.61,42.31
26140695,23.90,50.32,242.00,26.61,42.28
26170742,23.93,50.37,241.00,26.64,42.28
26200791,23.93,50.31,242.00,26.59,42.21
26230838,23.93,50.33,241.00,26.61,42.22
26260886,23.93,50.29,241.00,26.59,42.23
26290933,23.92,50.28,241.00,26.61,42.22
26320985,23.92,50.28,241.00,26.59,42.20
26351032,23.95,50.21,242.00,26.59,42.20
26381079,23.95,50.13,243.00,26.59,42.16
26411127,23.96,50.05,242.00,26.59,42.17
26441175,23.94,50.00,243.00,26.62,42.11
26471223,23.95,49.97,244.00,26.59,42.14
26501270,23.93,49.99,245.00,26.59,42.12
26531317,23.94,50.01,246.00,26.55,42.05
26561364,23.94,50.03,247.00,26.58,42.18
26591413,23.90,50.13,248.00,26.58,42.14
26621460,23.88,50.06,249.00,26.57,42.07
26651508,23.88,50.05,248.00,26.57,42.06
26681554,23.89,50.02,247.00,26.54,42.03
26711606,23.87,50.04,246.00,26.55,42.00
26741653,23.83,49.95,247.00,26.54,41.99
26771703,23.88,50.00,246.00,26.52,41.97
26801751,23.84,49.95,247.00,26.54,41.94
26831798,23.86,49.92,247.00,26.55,41.91
26861845,23.86,50.02,248.00,26.54,41.90
26891893,23.88,49.85,250.00,26.51,41.85
26921940,23.88,49.88,249.00,26.52,41.80
26951989,23.93,49.93,248.00,26.58,41.79
26982036,23.92,49.51,247.00,26.55,41.79
27012084,23.91,49.65,246.00,26.55,41.79
27042131,23.93,49.68,246.00,26.61,41.66
27072182,23.95,49.72,248.00,26.59,41.70
27102229,23.95,49.66,249.00,26.57,41.62
27132277,23.95,49.49,249.00,26.61,41.59
27162324,23.96,49.29,248.00,26.61,41.55
27192372,23.99,49.33,247.00,26.64,41.43
27222420,23.99,49.33,246.00,26.64,41.45
27252467,23.97,49.23,246.00,26.62,41.36
27282515,23.98,49.17,244.00,26.64,41.32
27312563,23.97,49.14,244.00,26.65,41.22
27342611,23.98,49.17,243.00,26.64,41.19
27372658,23.95,49.01,243.00,26.67,41.11
27402706,23.92,49.14,243.00,26.67,41.06
27432754,23.92,49.13,243.00,26.68,40.97
27462805,23.96,48.99,243.00,26.67,40.93
27492852,23.96,48.81,242.00,26.68,40.94
27522900,23.95,48.81,241.00,26.68,40.98
27552948,23.98,48.77,240.00,26.68,40.84
27582997,23.97,48.81,241.00,26.71,40.84
27613045,24.00,48.83,242.00,26.69,40.71
27643092,24.00,48.63,242.00,26.71,40.80
27673140,24.02,48.51,246.00,26.68,40.58
27703188,23.95,48.30,247.00,26.72,40.47
27733235,23.98,48.29,246.00,26.69,40.41
27763283,23.96,48.07,245.00,26.72,40.29
27793331,23.94,48.16,243.00,26.71,40.19
27823382,23.94,48.13,242.00,26.69,40.13
27853429,23.96,48.19,240.00,26.68,40.11
27883478,23.96,47.95,238.00,26.69,40.06
27913525,23.98,47.95,238.00,26.68,40.07
27943573,23.97,47.83,236.00,26.71,39.95
27973620,23.98,47.87,234.00,26.72,39.97
28003668,23.97,47.75,235.00,26.71,39.97
28033719,24.00,47.90,234.00,26.72,39.82
28063766,23.99,47.70,234.00,26.69,39.78
28093814,23.96,47.77,234.00,26.71,39.73
28123862,23.95,47.60,234.00,26.72,39.61
28153910,23.94,47.51,233.00,26.69,39.54
28183957,23.93,47.44,232.00,26.71,39.52
28214008,23.92,47.52,232.00,26.69,39.49
28244056,23.93,47.39,233.00,26.69,39.47
28274104,23.92,47.35,234.00,26.69,39.41
28304151,23.89,47.44,234.00,26.67,39.38
28334199,23.88,47.36,236.00,26.69,39.36
28364247,23.92,47.20,236.00,26.65,39.29
28394296,23.89,47.09,235.00,26.67,39.25
28424344,23.89,46.80,234.00,26.67,39.31
28454391,23.89,47.02,236.00,26.65,39.15
28484439,23.91,47.25,239.00,26.64,39.26
28514487,23.88,47.03,241.00,26.61,39.17
28544534,23.91,46.81,241.00,26.62,39.13
28574585,23.89,46.82,241.00,26.61,39.11
28604633,23.87,46.96,241.00,26.61,39.11
28634681,23.89,46.93,239.00,26.61,39.09
28664728,23.91,46.75,240.00,26.61,39.08
28694776,23.91,46.97,237.00,26.62,38.99
28724824,23.89,47.02,235.00,26.61,39.03
28754872,23.89,46.68,236.00,26.61,38.99
28784919,23.88,46.86,236.00,26.61,38.94
28814967,23.88,46.68,237.00,26.59,38.93
28845015,23.85,46.78,239.00,26.61,38.95
28875063,23.85,46.74,239.00,26.64,38.86
28905111,23.83,46.51,239.00,26.62,38.90
28935158,23.83,46.90,238.00,26.62,38.85
28965209,23.83,46.81,236.00,26.65,38.89
28995256,23.86,46.78,237.00,26.64,38.90
29025304,23.87,46.66,240.00,26.61,38.89
29055351,23.88,46.52,241.00,26.61,38.83
29085400,23.85,46.55,241.00,26.61,38.80
29115447,23.85,46.39,240.00,26.64,38.85
29145495,23.83,46.60,241.00,26.64,38.81
29175542,23.83,46.62,240.00,26.61,38.82
29205593,23.81,46.58,240.00,26.58,38.85
29235640,23.83,46.59,241.00,26.59,38.85
29265688,23.82,46.56,240.00,26.59,38.85
29295735,23.83,46.52,240.00,26.57,38.84
29325786,23.83,46.49,239.00,26.57,38.85
29355833,23.82,46.62,238.00,26.58,38.88
29385881,23.81,46.56,238.00,26.55,38.88
29415928,23.81,46.63,239.00,26.57,38.89
29445977,23.80,46.57,237.00,26.55,38.88
29476024,23.81,46.57,239.00,26.54,38.89
29506071,23.79,46.54,239.00,26.54,38.85
29536118,23.81,46.53,239.00,26.54,38.88
29566167,23.79,46.57,240.00,26.52,38.85
29596214,23.80,46.52,239.00,26.52,38.86
29626262,23.81,46.52,238.00,26.52,38.89
29656309,23.83,46.56,237.00,26.51,38.90
29686358,23.82,46.64,238.00,26.50,38.93
29716407,23.80,46.63,240.00,26.52,38.87
29746455,23.84,46.67,241.00,26.54,38.89
29776502,23.80,46.66,240.00,26.52,38.93
29806550,23.84,46.60,241.00,26.54,38.89
29836598,23.85,46.62,241.00,26.51,38.91
29866645,23.85,46.72,241.00,26.52,38.87
29896693,23.85,46.56,240.00,26.51,38.91
29926739,23.85,46.61,240.00,26.54,38.94
29956788,23.82,46.59,240.00,26.51,38.89
29986835,23.84,46.59,241.00,26.54,38.93
30016885,23.83,46.57,240.00,26.51,38.87
30046932,23.83,46.46,240.00,26.54,38.85
30076984,23.83,46.57,238.00,26.55,38.90
30107031,23.83,46.52,238.00,26.52,38.86
30137079,23.83,46.41,239.00,26.52,38.89
30167127,23.81,46.51,242.00,26.52,38.86
30197175,23.79,46.42,243.00,26.51,38.83
30227222,23.80,46.36,243.00,26.52,38.82
30257270,23.79,46.48,244.00,26.50,38.76
30287318,23.83,46.53,245.00,26.48,38.79
30317366,23.80,46.52,244.00,26.51,38.84
30347413,23.83,46.41,244.00,26.47,38.82
30377461,23.81,46.47,245.00,26.52,38.87
30407508,23.79,46.39,245.00,26.48,38.79
30437556,23.80,46.38,246.00,26.47,38.76
30467606,23.78,46.43,244.00,26.48,38.73
30497654,23.80,46.38,243.00,26.47,38.80
30527702,23.78,46.45,241.00,26.47,38.76
30557750,23.79,46.40,242.00,26.47,38.75
30587798,23.76,46.28,242.00,26.48,38.76
30617845,23.80,46.22,242.00,26.46,38.74
30647894,23.79,46.28,243.00,26.43,38.73
30677941,23.79,46.26,241.00,26.47,38.74
30707989,23.79,46.23,240.00,26.44,38.63
30738036,23.76,46.27,240.00,26.47,38.69
30768084,23.78,46.28,239.00,26.46,38.67
30798132,23.78,46.23,239.00,26.47,38.65
30828184,23.77,46.21,241.00,26.44,38.64
30858231,23.78,46.10,240.00,26.46,38.59
30888280,23.75,46.11,240.00,26.44,38.59
30918327,23.76,46.13,240.00,26.46,38.52
30948375,23.76,46.13,240.00,26.46,38.54
30978422,23.75,46.05,240.00,26.47,38.56
31008471,23.80,46.16,240.00,26.48,38.51
31038518,23.83,46.04,242.00,26.46,38.46
31068566,23.80,45.97,243.00,26.43,38.49
31098613,23.81,45.97,244.00,26.47,38.43
31128662,23.82,45.86,245.00,26.46,38.40
31158709,23.80,45.91,245.00,26.47,38.32
31188757,23.80,45.83,244.00,26.48,38.35
31218806,23.81,45.84,242.00,26.46,38.31
31248855,23.78,45.87,241.00,26.48,38.35
31278902,23.82,45.85,240.00,26.46,38.33
31308950,23.81,45.78,240.00,26.47,38.32
31338997,23.81,45.94,240.00,26.47,38.30
31369046,23.80,45.81,240.00,26.46,38.33
31399094,23.83,45.80,241.00,26.47,38.33
31429141,23.78,45.83,240.00,26.46,38.29
31459189,23.79,45.82,241.00,26.47,38.31
31489236,23.79,45.78,240.00,26.46,38.31
31519285,23.77,45.85,242.00,26.47,38.30
31549332,23.80,45.83,244.00,26.46,38.29
31579383,23.79,45.77,243.00,26.44,38.29
31609431,23.81,45.78,242.00,26.47,38.32
31639480,23.81,45.91,243.00,26.46,38.29
31669527,23.81,45.83,243.00,26.47,38.26
31699575,23.82,45.65,242.00,26.47,38.22
31729623,23.77,45.72,242.00,26.47,38.19
31759671,23.77,46.07,241.00,26.47,38.21
31789718,23.76,45.98,242.00,26.50,38.21
31819766,23.80,45.81,246.00,26.51,38.22
31849814,23.79,45.68,246.00,26.50,38.16
31879862,23.80,45.66,248.00,26.51,38.14
31909909,23.80,45.60,247.00,26.48,38.08
31939957,23.77,45.66,247.00,26.47,38.06
31970008,23.78,45.75,245.00,26.48,38.12
32000056,23.79,45.69,245.00,26.48,38.16
32030104,23.80,45.72,243.00,26.50,38.19
32060151,23.79,45.63,244.00,26.47,38.15
32090200,23.80,45.75,244.00,26.47,38.13
32120247,23.79,45.68,245.00,26.47,38.15
32150295,23.80,45.68,245.00,26.48,38.17
32180342,23.77,45.72,244.00,26.50,38.18
32210390,23.75,45.67,244.00,26.47,38.11
32240437,23.76,45.69,243.00,26.47,38.13
32270485,23.75,45.66,242.00,26.48,38.06
32300532,23.72,45.60,239.00,26.46,38.05
32330584,23.71,45.55,240.00,26.47,38.09
32360631,23.70,45.55,237.00,26.46,38.02
32390679,23.75,45.50,236.00,26.46,38.01
32420726,23.73,45.49,238.00,26.44,37.98
32450776,23.71,45.46,238.00,26.44,38.01
32480823,23.71,45.47,238.00,26.44,37.98
32510871,23.70,45.43,236.00,26.46,38.01
32540918,23.72,45.45,236.00,26.44,37.90
32570967,23.72,45.40,234.00,26.43,37.92
32601014,23.75,45.31,236.00,26.41,37.89
32631061,23.73,45.25,237.00,26.43,37.89
